Qubit,T1 (us),T2 (us),Prob meas 0 prep 1,Prob meas 1 prep 0,Single Qubit Gate Length (ns),rx Error,rz Error,sx Error,x Error,cz Error,Gate Length (ns),rzz Error
112,333.082505688974,181.29395603547,0.013671875,0.00146484375,36,0.000342800351562254,0,0.000342800351562254,0.000342800351562254,111:0.001608467239275213;113:0.0015704252416779418,111:68;113:68,111:0.0017536445903377496;113:0.0036870815617978947
113,146.844392460374,121.11110201075,0.57666015625,0.031982421875,36,,0,,,112:0.0015704252416779418,119:68;112:68;114:68,112:0.0036870815617978947
114,275.415194920874,294.83516996389,0.00732421875,0.001953125,36,0.00462828336416577,0,0.00462828336416577,0.00462828336416577,115:0.009251915676606659,115:68;113:68,115:0.0029108775360031924
115,134.957570844374,64.0131560233809,0.009765625,0.013916015625,36,0.000189386720500519,0,0.000189386720500519,0.000189386720500519,99:0.002760510793877624;114:0.009251915676606659,99:68;114:68,99:0.0018772320665332298;114:0.0029108775360031924
116,75.8029735511367,58.8052935745013,0.02099609375,0.007568359375,36,0.000812300774390242,0,0.000812300774390242,0.000812300774390242,101:0.004469622574052146;121:0.0036867844382524884,101:68;121:68,101:0.004226425690762564;121:0.0033813965161076653
117,253.384723289515,19.1941321252755,0.018310546875,0.01513671875,36,0.000556067249954948,0,0.000556067249954948,0.000556067249954948,105:0.0035964743679625377;125:0.0023739042728326554,105:68;125:68,105:0.002904531222138601;125:0.0022292144048885743
118,172.702593609499,72.6783492069239,0.01513671875,0.003173828125,36,0.000133276388081753,0,0.000133276388081753,0.000133276388081753,109:0.002952915918010557;129:0.0021525569921425347,109:68;129:68,109:0.0030174218104484507;129:0.008798392834330399
119,238.739424198229,75.6274732378708,0.365478515625,0.01318359375,36,,0,,,133:0.07539295870284293,113:68;133:68,
120,179.944088380442,49.9188298875918,0.033935546875,0.00244140625,36,0.000275538537995452,0,0.000275538537995452,0.000275538537995452,121:0.0019566818239414308,121:68,121:0.001770344343013125
121,165.036418579865,179.745277867854,0.075439453125,0.009521484375,36,0.000635275044649668,0,0.000635275044649668,0.000635275044649668,120:0.0019566818239414308;122:0.004416330354305581;116:0.0036867844382524884,120:68;122:80;116:68,120:0.001770344343013125;122:0.003009174179724905;116:0.0033813965161076653
122,300.400639382991,23.9731069020592,0.01025390625,0.003662109375,36,0.000288431737604592,0,0.000288431737604592,0.000288431737604592,121:0.004416330354305581;123:0.0021045749783629164,121:80;123:68,121:0.003009174179724905;123:0.001986143609906038
123,186.079070322228,88.2098121420321,0.018798828125,0.002197265625,36,0.000293292757332566,0,0.000293292757332566,0.000293292757332566,136:0.0020370531473363207;124:0.00256760932386621;122:0.0021045749783629164,136:68;124:68;122:68,136:0.0031793617123664353;124:0.0022416167977032386;122:0.001986143609906038
124,142.27504322075,133.401703928616,0.008544921875,0.001708984375,36,0.000474894943918029,0,0.000474894943918029,0.000474894943918029,123:0.00256760932386621;125:0.003371045902254899,123:68;125:68,123:0.0022416167977032386;125:0.002238652681867126
125,150.845811332686,36.1663506859353,0.13671875,0.00439453125,36,0.000655443184032171,0,0.000655443184032171,0.000655443184032171,117:0.0023739042728326554;124:0.003371045902254899;126:0.0026063669177710524,117:68;124:68;126:68,117:0.0022292144048885743;124:0.002238652681867126;126:0.0021354747534244045
126,152.891696449832,36.7728636221079,0.045654296875,0.00048828125,36,0.000456584355869825,0,0.000456584355869825,0.000456584355869825,127:0.002054569811048179;125:0.0026063669177710524,127:68;125:68,127:0.0029465085163738747;125:0.0021354747534244045
127,252.219691585223,17.9462819898635,0.03759765625,0.0146484375,36,0.000590588100343846,0,0.000590588100343846,0.000590588100343846,126:0.002054569811048179;128:0.0018949041347341156;137:0.0025431826126434964,126:68;128:68;137:68,126:0.0029465085163738747;128:0.0018691784097810693;137:0.0028133790897124644
128,280.992586583537,384.733676807118,0.021240234375,0.0009765625,36,0.00090219545207484,0,0.00090219545207484,0.00090219545207484,127:0.0018949041347341156;129:0.0024604146706956598,127:68;129:68,127:0.0018691784097810693;129:0.002235333511389076
129,206.95782465873,189.633827208834,0.0126953125,0.004638671875,36,0.000204332039264972,0,0.000204332039264972,0.000204332039264972,128:0.0024604146706956598;118:0.0021525569921425347,130:68;128:68;118:68,128:0.002235333511389076;118:0.008798392834330399
130,322.97299255807,16.2888252148953,0.5390625,0.449951171875,36,,0,,,,129:68;131:68,
131,179.01037717767,156.985533904264,0.01318359375,0.007080078125,36,0.000195828736897387,0,0.000195828736897387,0.000195828736897387,138:0.0018229049976934975;132:0.0022435551296523526,138:68;130:68;132:68,138:0.0019918487879782565;132:0.0015627965978683434
132,261.884802756366,81.5733563612129,0.010498046875,0.001708984375,36,0.000304827921041816,0,0.000304827921041816,0.000304827921041816,133:0.0024880493330005637;131:0.0022435551296523526,133:68;131:68,133:0.0015011352391045563;131:0.0015627965978683434
133,319.876284388371,251.980927141329,0.02587890625,0.00244140625,36,0.000283295297220705,0,0.000283295297220705,0.000283295297220705,132:0.0024880493330005637;134:0.0023072540237284445;119:0.07539295870284293,132:68;134:80;119:68,132:0.0015011352391045563;134:0.002615077948061151
134,279.131637757778,128.206215678718,0.00830078125,0.003173828125,36,0.00017404871352564,0,0.00017404871352564,0.00017404871352564,133:0.0023072540237284445;135:0.0032684848809811096,133:80;135:68,133:0.002615077948061151;135:0.00231697566028663
135,348.170837021048,89.0744853548541,0.062744140625,0.114501953125,36,0.00010760456744471,0,0.00010760456744471,0.00010760456744471,134:0.0032684848809811096;139:0.0014715783929282467,134:68;139:68,134:0.00231697566028663;139:0.0010281528941654683
136,276.763128557172,159.286823284806,0.01611328125,0.00341796875,36,0.000495365314577297,0,0.000495365314577297,0.000495365314577297,123:0.0020370531473363207;143:0.0021865395995492587,123:68;143:68,123:0.0031793617123664353;143:0.0038319243357590183
137,156.247822246667,66.6428301150465,0.00732421875,0.002685546875,36,0.000533436243472101,0,0.000533436243472101,0.000533436243472101,147:0.0023784539691232842;127:0.0025431826126434964,147:68;127:68,147:0.0018274682929232677;127:0.0028133790897124644
138,273.558502396777,138.973609366012,0.009521484375,0.010498046875,36,0.000636917195607807,0,0.000636917195607807,0.000636917195607807,151:0.0030389876273055894;131:0.0018229049976934975,151:68;131:68,151:0.003969081548339554;131:0.0019918487879782565
139,164.385181258714,209.75610081067,0.009033203125,0.002197265625,36,0.000227783490874595,0,0.000227783490874595,0.000227783490874595,155:0.0022368058559146253;135:0.0014715783929282467,155:80;135:68,155:0.0020378736289111687;135:0.0010281528941654683
140,218.312749412749,41.9239400417189,0.010498046875,0.00439453125,36,0.000415439254444224,0,0.000415439254444224,0.000415439254444224,141:0.0030478797350084186,141:68,141:0.002663154399239087
141,243.242903370403,161.004112123507,0.015380859375,0.022216796875,36,0.00025046993376896,0,0.00025046993376896,0.00025046993376896,140:0.0030478797350084186;142:0.001386185895906139,140:68;142:68,140:0.002663154399239087;142:0.0012715661929613153
142,208.728303893483,200.282424209144,0.019775390625,0.021728515625,36,0.000240082567075803,0,0.000240082567075803,0.000240082567075803,143:0.010880511132235288;141:0.001386185895906139,143:68;141:68,143:0.002361434266377388;141:0.0012715661929613153
143,143.41630722183,45.8146776443195,0.01708984375,0.009765625,36,0.000295249693019202,0,0.000295249693019202,0.000295249693019202,142:0.010880511132235288;144:0.003156864682697269;136:0.0021865395995492587,142:68;144:68;136:68,142:0.002361434266377388;144:0.0026288658680937715;136:0.0038319243357590183
144,89.2933960430783,48.0797631837295,0.01806640625,0.0009765625,36,0.000887716036466545,0,0.000887716036466545,0.000887716036466545,145:0.006797909525299989;143:0.003156864682697269,145:68;143:68,145:0.005692671776522745;143:0.0026288658680937715
145,107.247635801104,58.178231367017,0.109375,0.001953125,36,0.000414188022075243,0,0.000414188022075243,0.000414188022075243,144:0.006797909525299989;146:0.003290935801373046,144:68;146:68,144:0.005692671776522745;146:0.002536497396262355
146,102.586013280709,40.2220683737815,0.0126953125,0.00048828125,36,0.00053636620961911,0,0.00053636620961911,0.00053636620961911,145:0.003290935801373046;147:0.002324697374993273,145:68;147:68,145:0.002536497396262355;147:0.0023012528767824836
147,42.0781708149559,28.1449761529021,0.0068359375,0.00146484375,36,0.000218446352289923,0,0.000218446352289923,0.000218446352289923,148:0.0018337945529550148;137:0.0023784539691232842;146:0.002324697374993273,148:68;137:68;146:68,148:0.002024756093436497;137:0.0018274682929232677;146:0.0023012528767824836
148,279.85987573323,168.672050227697,0.0087890625,0.001953125,36,0.000327323698259661,0,0.000327323698259661,0.000327323698259661,147:0.0018337945529550148;149:0.002008753041726874,147:68;149:68,147:0.002024756093436497;149:0.001995451491629996
149,208.068811756444,117.278934851412,0.02294921875,0.00439453125,36,0.000283732808868795,0,0.000283732808868795,0.000283732808868795,150:0.0038599886721774612;148:0.002008753041726874,150:68;148:68,150:0.0017241442586442834;148:0.001995451491629996
150,163.675678760023,138.862258065424,0.07080078125,0.008544921875,36,0.000405110679027601,0,0.000405110679027601,0.000405110679027601,149:0.0038599886721774612;151:0.0038726184691229015,149:68;151:68,149:0.0017241442586442834;151:0.004052860569617567
151,224.290875336378,67.1055178739635,0.013916015625,0.001220703125,36,0.000345319284295842,0,0.000345319284295842,0.000345319284295842,138:0.0030389876273055894;152:0.02795912675289386;150:0.0038726184691229015,138:68;152:68;150:68,138:0.003969081548339554;152:0.026280415816534924;150:0.004052860569617567
152,274.327787039553,172.715834632244,0.026123046875,0.03759765625,36,0.000139927824183947,0,0.000139927824183947,0.000139927824183947,151:0.02795912675289386;153:0.002330691081659675,151:68;153:68,151:0.026280415816534924;153:0.0029215070845826085
153,109.05524871252,107.701683230235,0.005859375,0.002197265625,36,0.000265797143370753,0,0.000265797143370753,0.000265797143370753,152:0.002330691081659675;154:0.0020964485571941804,152:68;154:68,152:0.0029215070845826085;154:0.0020384376481073496
154,264.611898423154,18.3958496260365,0.01611328125,0.001220703125,36,0.000512250429251775,0,0.000512250429251775,0.000512250429251775,153:0.0020964485571941804;155:0.002511840811830174,153:68;155:68,153:0.0020384376481073496;155:0.0017356874980026527
155,293.662587235216,128.875018513726,0.007568359375,0.003662109375,36,0.000161095373009156,0,0.000161095373009156,0.000161095373009156,139:0.0022368058559146253;154:0.002511840811830174,139:80;154:68,139:0.0020378736289111687;154:0.0017356874980026527
