Qubit,T1 (us),T2 (us),Prob meas 0 prep 1,Prob meas 1 prep 0,Single Qubit Gate Length (ns),x Error,sx Error,rz Error,rx Error,Gate Length (ns),cz Error,rzz Error
108,26.854624006674875,35.30413610327413,0.03369140625,0.003662109375,36,0.0008747759332794189,0.0008747759332794189,0,0.0008747759332794189,107:68;109:68,107:0.001996905782677333;109:0.0017305858556808107,107:0.002045660292131962;109:0.0016523321399464774
109,298.5136489936698,113.68683600190437,0.008544921875,0.001953125,36,0.00024544296306342427,0.00024544296306342427,0,0.00024544296306342427,108:68;110:68;118:68,108:0.0017305858556808107;110:0.0019660553239048972;118:0.002952915918010557,108:0.0016523321399464774;110:0.0016877646232679455;118:0.0030174218104484507
110,318.305061773618,149.30521852177299,0.01171875,0.009521484375,36,0.0002723607202600571,0.0002723607202600571,0,0.0002723607202600571,109:68;111:68,109:0.0019660553239048972;111:0.0020502863284782846,109:0.0016877646232679455;111:0.0020003670620324654
111,155.44506145695775,66.26274004994333,0.030029296875,0.00146484375,36,0.00023621145722090795,0.00023621145722090795,0,0.00023621145722090795,112:68;110:68;98:68,112:0.001608467239275213;110:0.0020502863284782846;98:0.0013390725877518717,112:0.0017536445903377496;110:0.0020003670620324654;98:0.0014789708484548858
112,333.0825056889738,181.29395603547013,0.013671875,0.00146484375,36,0.000342800351562254,0.000342800351562254,0,0.000342800351562254,111:68;113:68,111:0.001608467239275213;113:0.0015704252416779418,111:0.0017536445903377496;113:0.0036870815617978947
113,146.84439246037394,121.1111020107495,0.57666015625,0.031982421875,36,1,1,0,1,119:68;112:68;114:68,119:1;112:0.0015704252416779418;114:1,119:1;112:0.0036870815617978947;114:1
114,275.41519492087355,294.83516996389034,0.00732421875,0.001953125,36,0.004628283364165772,0.004628283364165772,0,0.004628283364165772,115:68;113:68,115:0.009251915676606659;113:1,115:0.0029108775360031924;113:1
115,134.95757084437372,64.0131560233809,0.009765625,0.013916015625,36,0.00018938672050051853,0.00018938672050051853,0,0.00018938672050051853,99:68;114:68,99:0.002760510793877624;114:0.009251915676606659,99:0.0018772320665332298;114:0.0029108775360031924
116,75.80297355113673,58.805293574501306,0.02099609375,0.007568359375,36,0.000812300774390242,0.000812300774390242,0,0.000812300774390242,101:68;121:68,101:0.004469622574052146;121:0.0036867844382524884,101:0.004226425690762564;121:0.0033813965161076653
117,253.38472328951502,19.19413212527553,0.018310546875,0.01513671875,36,0.0005560672499549476,0.0005560672499549476,0,0.0005560672499549476,105:68;125:68,105:0.0035964743679625377;125:0.0023739042728326554,105:0.002904531222138601;125:0.0022292144048885743
118,172.70259360949927,72.67834920692391,0.01513671875,0.003173828125,36,0.00013327638808175265,0.00013327638808175265,0,0.00013327638808175265,109:68;129:68,109:0.002952915918010557;129:0.0021525569921425347,109:0.0030174218104484507;129:0.008798392834330399
119,238.73942419822885,75.6274732378708,0.365478515625,0.01318359375,36,1,1,0,1,113:68;133:68,113:1;133:0.07539295870284293,113:1;133:1
120,179.9440883804422,49.918829887591784,0.033935546875,0.00244140625,36,0.0002755385379954518,0.0002755385379954518,0,0.0002755385379954518,121:68,121:0.0019566818239414308,121:0.001770344343013125
121,165.03641857986534,179.74527786785376,0.075439453125,0.009521484375,36,0.0006352750446496675,0.0006352750446496675,0,0.0006352750446496675,120:68;122:80;116:68,120:0.0019566818239414308;122:0.004416330354305581;116:0.0036867844382524884,120:0.001770344343013125;122:0.003009174179724905;116:0.0033813965161076653
122,300.40063938299096,23.973106902059225,0.01025390625,0.003662109375,36,0.00028843173760459173,0.00028843173760459173,0,0.00028843173760459173,121:80;123:68,121:0.004416330354305581;123:0.0021045749783629164,121:0.003009174179724905;123:0.001986143609906038
123,186.07907032222803,88.20981214203205,0.018798828125,0.002197265625,36,0.0002932927573325662,0.0002932927573325662,0,0.0002932927573325662,136:68;124:68;122:68,136:0.0020370531473363207;124:0.00256760932386621;122:0.0021045749783629164,136:0.0031793617123664353;124:0.0022416167977032386;122:0.001986143609906038
124,142.2750432207496,133.40170392861577,0.008544921875,0.001708984375,36,0.0004748949439180294,0.0004748949439180294,0,0.0004748949439180294,123:68;125:68,123:0.00256760932386621;125:0.003371045902254899,123:0.0022416167977032386;125:0.002238652681867126
125,150.84581133268628,36.16635068593527,0.13671875,0.00439453125,36,0.0006554431840321711,0.0006554431840321711,0,0.0006554431840321711,117:68;124:68;126:68,117:0.0023739042728326554;124:0.003371045902254899;126:0.0026063669177710524,117:0.0022292144048885743;124:0.002238652681867126;126:0.0021354747534244045
126,152.89169644983235,36.772863622107884,0.045654296875,0.00048828125,36,0.00045658435586982455,0.00045658435586982455,0,0.00045658435586982455,127:68;125:68,127:0.002054569811048179;125:0.0026063669177710524,127:0.0029465085163738747;125:0.0021354747534244045
127,252.21969158522262,17.946281989863532,0.03759765625,0.0146484375,36,0.0005905881003438462,0.0005905881003438462,0,0.0005905881003438462,126:68;128:68;137:68,126:0.002054569811048179;128:0.0018949041347341156;137:0.0025431826126434964,126:0.0029465085163738747;128:0.0018691784097810693;137:0.0028133790897124644
128,280.99258658353665,384.7336768071182,0.021240234375,0.0009765625,36,0.0009021954520748403,0.0009021954520748403,0,0.0009021954520748403,127:68;129:68,127:0.0018949041347341156;129:0.0024604146706956598,127:0.0018691784097810693;129:0.002235333511389076
129,206.95782465873046,189.63382720883425,0.0126953125,0.004638671875,36,0.00020433203926497248,0.00020433203926497248,0,0.00020433203926497248,130:68;128:68;118:68,130:1;128:0.0024604146706956598;118:0.0021525569921425347,130:1;128:0.002235333511389076;118:0.008798392834330399
130,322.9729925580698,16.288825214895343,0.5390625,0.449951171875,36,1,1,0,1,129:68;131:68,129:1;131:1,129:1;131:1
131,179.01037717766994,156.9855339042638,0.01318359375,0.007080078125,36,0.0001958287368973868,0.0001958287368973868,0,0.0001958287368973868,138:68;130:68;132:68,138:0.0018229049976934975;130:1;132:0.0022435551296523526,138:0.0019918487879782565;130:1;132:0.0015627965978683434
132,261.8848027563659,81.57335636121293,0.010498046875,0.001708984375,36,0.0003048279210418162,0.0003048279210418162,0,0.0003048279210418162,133:68;131:68,133:0.0024880493330005637;131:0.0022435551296523526,133:0.0015011352391045563;131:0.0015627965978683434
133,319.87628438837083,251.98092714132883,0.02587890625,0.00244140625,36,0.0002832952972207048,0.0002832952972207048,0,0.0002832952972207048,132:68;134:80;119:68,132:0.0024880493330005637;134:0.0023072540237284445;119:0.07539295870284293,132:0.0015011352391045563;134:0.002615077948061151;119:1
134,279.13163775777815,128.20621567871822,0.00830078125,0.003173828125,36,0.00017404871352563978,0.00017404871352563978,0,0.00017404871352563978,133:80;135:68,133:0.0023072540237284445;135:0.0032684848809811096,133:0.002615077948061151;135:0.00231697566028663
135,348.1708370210479,89.07448535485405,0.062744140625,0.114501953125,36,0.00010760456744471,0.00010760456744471,0,0.00010760456744471,134:68;139:68,134:0.0032684848809811096;139:0.0014715783929282467,134:0.00231697566028663;139:0.0010281528941654683
136,276.7631285571715,159.28682328480596,0.01611328125,0.00341796875,36,0.0004953653145772973,0.0004953653145772973,0,0.0004953653145772973,123:68;143:68,123:0.0020370531473363207;143:0.0021865395995492587,123:0.0031793617123664353;143:0.0038319243357590183
137,156.24782224666734,66.64283011504648,0.00732421875,0.002685546875,36,0.0005334362434721005,0.0005334362434721005,0,0.0005334362434721005,147:68;127:68,147:0.0023784539691232842;127:0.0025431826126434964,147:0.0018274682929232677;127:0.0028133790897124644
138,273.558502396777,138.97360936601163,0.009521484375,0.010498046875,36,0.0006369171956078066,0.0006369171956078066,0,0.0006369171956078066,151:68;131:68,151:0.0030389876273055894;131:0.0018229049976934975,151:0.003969081548339554;131:0.0019918487879782565
139,164.38518125871423,209.75610081067015,0.009033203125,0.002197265625,36,0.00022778349087459538,0.00022778349087459538,0,0.00022778349087459538,155:80;135:68,155:0.0022368058559146253;135:0.0014715783929282467,155:0.0020378736289111687;135:0.0010281528941654683
140,218.31274941274913,41.92394004171887,0.010498046875,0.00439453125,36,0.00041543925444422446,0.00041543925444422446,0,0.00041543925444422446,141:68,141:0.0030478797350084186,141:0.002663154399239087
141,243.2429033704032,161.00411212350664,0.015380859375,0.022216796875,36,0.0002504699337689601,0.0002504699337689601,0,0.0002504699337689601,140:68;142:68,140:0.0030478797350084186;142:0.001386185895906139,140:0.002663154399239087;142:0.0012715661929613153
142,208.72830389348317,200.2824242091436,0.019775390625,0.021728515625,36,0.00024008256707580298,0.00024008256707580298,0,0.00024008256707580298,143:68;141:68,143:0.010880511132235288;141:0.001386185895906139,143:0.002361434266377388;141:0.0012715661929613153
143,143.4163072218301,45.81467764431951,0.01708984375,0.009765625,36,0.00029524969301920163,0.00029524969301920163,0,0.00029524969301920163,142:68;144:68;136:68,142:0.010880511132235288;144:0.003156864682697269;136:0.0021865395995492587,142:0.002361434266377388;144:0.0026288658680937715;136:0.0038319243357590183
144,89.29339604307833,48.079763183729504,0.01806640625,0.0009765625,36,0.0008877160364665446,0.0008877160364665446,0,0.0008877160364665446,145:68;143:68,145:0.006797909525299989;143:0.003156864682697269,145:0.005692671776522745;143:0.0026288658680937715
145,107.24763580110357,58.17823136701697,0.109375,0.001953125,36,0.00041418802207524307,0.00041418802207524307,0,0.00041418802207524307,144:68;146:68,144:0.006797909525299989;146:0.003290935801373046,144:0.005692671776522745;146:0.002536497396262355
146,102.58601328070876,40.22206837378146,0.0126953125,0.00048828125,36,0.0005363662096191095,0.0005363662096191095,0,0.0005363662096191095,145:68;147:68,145:0.003290935801373046;147:0.002324697374993273,145:0.002536497396262355;147:0.0023012528767824836
147,42.07817081495585,28.144976152902057,0.0068359375,0.00146484375,36,0.00021844635228992338,0.00021844635228992338,0,0.00021844635228992338,148:68;137:68;146:68,148:0.0018337945529550148;137:0.0023784539691232842;146:0.002324697374993273,148:0.002024756093436497;137:0.0018274682929232677;146:0.0023012528767824836
148,279.8598757332303,168.67205022769716,0.0087890625,0.001953125,36,0.000327323698259661,0.000327323698259661,0,0.000327323698259661,147:68;149:68,147:0.0018337945529550148;149:0.002008753041726874,147:0.002024756093436497;149:0.001995451491629996
149,208.06881175644386,117.27893485141246,0.02294921875,0.00439453125,36,0.00028373280886879494,0.00028373280886879494,0,0.00028373280886879494,150:68;148:68,150:0.0038599886721774612;148:0.002008753041726874,150:0.0017241442586442834;148:0.001995451491629996
150,163.67567876002303,138.86225806542382,0.07080078125,0.008544921875,36,0.000405110679027601,0.000405110679027601,0,0.000405110679027601,149:68;151:68,149:0.0038599886721774612;151:0.0038726184691229015,149:0.0017241442586442834;151:0.004052860569617567
151,224.2908753363776,67.10551787396346,0.013916015625,0.001220703125,36,0.000345319284295842,0.000345319284295842,0,0.000345319284295842,138:68;152:68;150:68,138:0.0030389876273055894;152:0.02795912675289386;150:0.0038726184691229015,138:0.003969081548339554;152:0.026280415816534924;150:0.004052860569617567
152,274.3277870395528,172.7158346322436,0.026123046875,0.03759765625,36,0.00013992782418394687,0.00013992782418394687,0,0.00013992782418394687,151:68;153:68,151:0.02795912675289386;153:0.002330691081659675,151:0.026280415816534924;153:0.0029215070845826085
153,109.05524871251991,107.70168323023493,0.005859375,0.002197265625,36,0.0002657971433707525,0.0002657971433707525,0,0.0002657971433707525,152:68;154:68,152:0.002330691081659675;154:0.0020964485571941804,152:0.0029215070845826085;154:0.0020384376481073496
154,264.6118984231536,18.395849626036526,0.01611328125,0.001220703125,36,0.0005122504292517747,0.0005122504292517747,0,0.0005122504292517747,153:68;155:68,153:0.0020964485571941804;155:0.002511840811830174,153:0.0020384376481073496;155:0.0017356874980026527
155,293.66258723521554,128.8750185137261,0.007568359375,0.003662109375,36,0.00016109537300915632,0.00016109537300915632,0,0.00016109537300915632,139:80;154:68,139:0.0022368058559146253;154:0.002511840811830174,139:0.0020378736289111687;154:0.0017356874980026527
