"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","Gate length (ns)","CZ error","RZZ error","MEASURE error","Operational"
"12","58.545414235288185","66.13956540774993","0.0240478515625","0.033447265625","0.0146484375","1560","0.00029669753886756343","24","0.00029669753886756343","0","0.00029669753886756343","0.00029669753886756343","13:68;11:68","13:0.00458152775828391;11:0.007800590412466474","13:0.0031788699457654113;11:0.00874445150406758","0.0240478515625","Yes"
"13","275.3349325521914","182.46150748541734","0.0179443359375","0.0185546875","0.017333984375","1560","0.00029434324692786365","24","0.00029434324692786365","0","0.00029434324692786365","0.00029434324692786365","12:68;14:68","12:0.00458152775828391;14:0.0016230638721083102","12:0.0031788699457654113;14:0.0013536963034410932","0.0179443359375","Yes"
"14","168.7611766381229","56.24247924466434","0.00830078125","0.01220703125","0.00439453125","1560","0.00029389937805004827","24","0.00029389937805004827","0","0.00029389937805004827","0.00029389937805004827","15:68;13:68","15:0.002160415287699391;13:0.0016230638721083102","15:0.002057144992924753;13:0.0013536963034410932","0.00830078125","Yes"
"15","303.0565974286938","162.2250329204645","0.01708984375","0.024658203125","0.009521484375","1560","0.0002069641773509696","24","0.0002069641773509696","0","0.0002069641773509696","0.0002069641773509696","14:68;19:68","14:0.002160415287699391;19:0.0023360602863364555","14:0.002057144992924753;19:0.0022112806613941716","0.01708984375","Yes"
"16","123.77015801431207","123.72554977697732","0.00537109375","0.009521484375","0.001220703125","1560","0.00024183360382175329","24","0.00024183360382175329","0","0.00024183360382175329","0.00024183360382175329","23:68;3:68","23:0.003716835132373336;3:0.0031371192102530032","23:0.0023400441619103873;3:0.001813427164491982","0.00537109375","Yes"
"17","109.1061153354689","98.33434605033183","0.01611328125","0.013671875","0.0185546875","1560","0.00037795536905694524","24","0.00037795536905694524","0","0.00037795536905694524","0.00037795536905694524","7:68;27:68","7:0.0027390403235350858;27:0.023844967399856004","7:0.002704326228347098;27:0.03352377111899019","0.01611328125","Yes"
"18","79.47078423351138","59.0302780256922","0.0089111328125","0.0166015625","0.001220703125","1560","0.00045828397599504946","24","0.00045828397599504946","0","0.00045828397599504946","0.00045828397599504946","11:68;31:68","11:0.014956018281158195;31:0.004277515130002796","11:0.014100180036387494;31:0.005095763467340836","0.0089111328125","Yes"
"19","195.00750637038712","201.43685831483145","0.009765625","0.01171875","0.0078125","1560","0.0003220886454703675","24","0.0003220886454703675","0","0.0003220886454703675","0.0003220886454703675","35:68;15:68","35:0.001611409240053624;15:0.0023360602863364555","35:0.001781931595321612;15:0.0022112806613941716","0.009765625","Yes"
"20","124.29524400779239","151.89418534092448","0.0113525390625","0.014892578125","0.0078125","1560","0.0003571504739280507","24","0.0003571504739280507","0","0.0003571504739280507","0.0003571504739280507","21:68","21:0.006824825714159655","21:0.005637516147798727","0.0113525390625","Yes"
"21","159.02736893142585","118.82407072543596","0.0098876953125","0.0146484375","0.005126953125","1560","0.0002238126123012861","24","0.0002238126123012861","0","0.0002238126123012861","0.0002238126123012861","36:68;20:68;22:68","36:0.009646916622369883;20:0.006824825714159655;22:0.005617601698870156","36:0.006454245439071998;20:0.005637516147798727;22:0.002454684190480144","0.0098876953125","Yes"
