Qubit,T1 (us),T2 (us),Prob meas 0 prep 1,Prob meas 1 prep 0,Single Qubit Gate Length (ns),x Error,sx Error,rx Error,Gate Length (ns),cz Error,rzz Error
112,172.3786133234013,74.32638518245803,0.01171875,0.008544921875,24,0.0003167031958229,0.0003167031958229,0.0003167031958229,111:68;113:68,111:0.003885807805516117;113:0.0027262962517554667,111:0.004021484404904768;113:0.002716711302553715
113,63.891267529492445,23.30331916695496,0.09521484375,0.085693359375,24,0.0002322020910978,0.0002322020910978,0.0002322020910978,119:68;112:68;114:68,119:0.0035499349712249106;112:0.0027262962517554667;114:0.002849653637140792,119:0.004613904767095306;112:0.002716711302553715;114:0.00265133120648009
114,177.5215937988022,118.8850292364811,0.008544921875,0.002685546875,24,0.0002550016429232,0.0002550016429232,0.0002550016429232,115:68;113:68,115:0.00230615832967912;113:0.002849653637140792,115:0.0022574303986083177;113:0.00265133120648009
115,179.68832235983456,240.2419807303638,0.009521484375,0.002197265625,24,0.0001695632744489,0.0001695632744489,0.0001695632744489,99:68;114:68,99:0.0016140585408352115;114:0.00230615832967912,114:0.0022574303986083177
116,96.2791923940069,107.57669536302193,0.050048828125,0.031005859375,24,0.0002071491869722,0.0002071491869722,0.0002071491869722,101:68;121:68,101:0.0027743053034857135;121:0.002265696534793943,101:0.002239802258531487;121:0.0024543270102949655
117,97.43300173678016,114.43020411657017,0.025146484375,0.026611328125,24,0.0003742715059976,0.0003742715059976,0.0003742715059976,105:68;125:68,105:0.0020846684247703973;125:0.0018708692232705382,105:0.002502100789064432;125:0.0041557631518323035
118,135.29608068220276,49.98217907837579,0.01171875,0.008056640625,24,0.0001662531113181,0.0001662531113181,0.0001662531113181,109:68;129:68,109:0.0037464228577784864;129:0.002341388028589575,109:0.002817557033761686;129:0.0025275569019085897
119,97.25639498246332,117.10334238423624,0.020751953125,0.005615234375,24,0.0004409059346966,0.0004409059346966,0.0004409059346966,113:68;133:68,113:0.0035499349712249106;133:0.004620766714510921,113:0.004613904767095306;133:0.0028875569793968825
120,160.30278682464888,174.2668515608103,0.011962890625,0.007080078125,24,0.0003908531807377,0.0003908531807377,0.0003908531807377,121:68,121:0.0030192695827980787,121:0.002962960047202673
121,229.65158720145263,185.31315484615985,0.013916015625,0.010498046875,24,0.0003937368507744,0.0003937368507744,0.0003937368507744,120:68;122:68;116:68,120:0.0030192695827980787;122:0.002740723071387313;116:0.002265696534793943,120:0.002962960047202673;122:0.002449918826599645;116:0.0024543270102949655
122,186.8672678318873,78.51180408175274,0.013916015625,0.005126953125,24,0.0004163887543911,0.0004163887543911,0.0004163887543911,121:68;123:68,121:0.002740723071387313;123:0.002905383625090907,121:0.002449918826599645;123:0.0023562326005486522
123,99.67730136440954,25.96991974728672,0.007568359375,0.00537109375,24,0.0003258697417388,0.0003258697417388,0.0003258697417388,136:68;124:68;122:68,136:0.00282839045217928;124:0.00318976835722129;122:0.002905383625090907,136:0.0016913131609028464;124:0.0028893809917055757;122:0.0023562326005486522
124,103.5153778638074,102.98300088451504,0.01171875,0.002197265625,24,0.0002542261856831,0.0002542261856831,0.0002542261856831,123:68;125:68,123:0.00318976835722129;125:0.00236239670534516,123:0.0028893809917055757;125:0.00397543196437275
125,146.7238011056329,50.86302681959465,0.045654296875,0.023193359375,24,0.0002480876628972,0.0002480876628972,0.0002480876628972,117:68;124:68;126:68,117:0.0018708692232705382;124:0.00236239670534516;126:0.003970881407035554,117:0.0041557631518323035;124:0.00397543196437275;126:0.003353656462551702
126,148.68088032746977,44.81820756862679,0.01220703125,0.003173828125,24,0.0004254616842197,0.0004254616842197,0.0004254616842197,127:68;125:68,127:0.0022464080187943603;125:0.003970881407035554,127:0.002750862782426533;125:0.003353656462551702
127,138.83827807541266,136.67476912078163,0.048828125,0.028564453125,24,0.0002211534962057,0.0002211534962057,0.0002211534962057,126:68;128:68;137:68,126:0.0022464080187943603;128:0.0023269926005597963;137:0.0025567376638747086,126:0.002750862782426533;128:0.0023490530712214353;137:0.002020566854838479
128,133.0548612725889,53.48295847688276,0.055419921875,0.031005859375,24,0.0002469796025672,0.0002469796025672,0.0002469796025672,127:68;129:68,127:0.0023269926005597963;129:0.0024570469111224458,127:0.0023490530712214353;129:0.0022966521150118435
129,135.44467838922228,106.30219286970224,0.02197265625,0.015380859375,24,0.0003898548674127,0.0003898548674127,0.0003898548674127,130:68;128:68;118:68,130:0.003587262798877777;128:0.0024570469111224458;118:0.002341388028589575,130:0.002099234230862085;128:0.0022966521150118435;118:0.0025275569019085897
130,134.1876682541822,116.4538722368068,0.013671875,0.001953125,24,0.0003431879381559,0.0003431879381559,0.0003431879381559,129:68;131:68,129:0.003587262798877777;131:0.0018562001869954492,129:0.002099234230862085;131:0.001369154711950843
131,177.19436335870324,164.4780578751414,0.106689453125,0.0810546875,24,0.0002015765380522,0.0002015765380522,0.0002015765380522,138:68;130:68;132:68,138:0.002155276133048889;130:0.0018562001869954492;132:0.0016050798769148555,138:0.009063614748824167;130:0.001369154711950843;132:0.002082866777209008
132,132.54524509456107,127.43625359864402,0.0068359375,0.0029296875,24,0.0001330757036929,0.0001330757036929,0.0001330757036929,133:68;131:68,133:0.0027448763419825883;131:0.0016050798769148555,133:0.002337988700380239;131:0.002082866777209008
133,193.2563388808784,44.48072899971559,0.025146484375,0.01171875,24,0.0001879091767421,0.0001879091767421,0.0001879091767421,132:68;134:68;119:68,132:0.0027448763419825883;134:0.0026240957141632493;119:0.004620766714510921,132:0.002337988700380239;134:0.0022415180076588437;119:0.0028875569793968825
134,111.89077668395554,35.00436630986654,0.0078125,0.004150390625,24,0.0003659328654948,0.0003659328654948,0.0003659328654948,133:68;135:68,133:0.0026240957141632493;135:0.0025903064317983338,133:0.0022415180076588437;135:0.0020035436900729953
135,216.59597659677465,221.0969353905925,0.07080078125,0.021484375,24,0.0001661248458915,0.0001661248458915,0.0001661248458915,134:68;139:68,134:0.0025903064317983338;139:0.003760929517622108,134:0.0020035436900729953;139:0.003530425735444709
136,154.5520762817458,114.43883676856662,0.010986328125,0.008544921875,24,0.0003702985989674,0.0003702985989674,0.0003702985989674,123:68;143:68,123:0.00282839045217928;143:0.0018059334452186215,123:0.0016913131609028464;143:0.0015557185109405236
137,145.35545594230496,183.80843312870644,0.006103515625,0.002685546875,24,0.0001682779299742,0.0001682779299742,0.0001682779299742,147:68;127:68,147:0.0026979829111313525;127:0.0025567376638747086,147:0.0026098696258286536;127:0.002020566854838479
138,58.96430462143466,67.52791220714728,0.014892578125,0.006591796875,24,0.0002426759301564,0.0002426759301564,0.0002426759301564,151:68;131:68,151:0.0026233707976192067;131:0.002155276133048889,151:0.002531228684694742;131:0.009063614748824167
139,96.42934528655464,31.47543892294749,0.01806640625,0.002685546875,24,0.0003822920058012,0.0003822920058012,0.0003822920058012,155:68;135:68,155:0.002262420122790737;135:0.003760929517622108,155:0.002255054679654256;135:0.003530425735444709
140,116.4597079239348,156.0920690319542,0.023681640625,0.020263671875,24,0.0008334668452044,0.0008334668452044,0.0008334668452044,141:68,141:0.002078575724235726,141:0.0013549791697817504
141,196.926479019529,133.4944511645072,0.013916015625,0.005859375,24,0.0002157164689933,0.0002157164689933,0.0002157164689933,140:68;142:68,140:0.002078575724235726;142:0.0021256330321441363,140:0.0013549791697817504;142:0.0016870619548068622
142,154.66472230096386,198.5632806814352,0.01123046875,0.00146484375,24,0.0003506287514466,0.0003506287514466,0.0003506287514466,143:68;141:68,143:0.0021399834143180363;141:0.0021256330321441363,143:0.0020196472045921066;141:0.0016870619548068622
143,145.0523054638238,152.1691511190666,0.010498046875,0.002197265625,24,0.0002945985998694,0.0002945985998694,0.0002945985998694,142:68;144:68;136:68,142:0.0021399834143180363;144:0.002312643579996304;136:0.0018059334452186215,142:0.0020196472045921066;144:0.002636318256532544;136:0.0015557185109405236
144,169.7381402152662,204.11715958173016,0.0078125,0.002685546875,24,0.0003425504400698,0.0003425504400698,0.0003425504400698,145:68;143:68,145:0.0016568646920576136;143:0.002312643579996304,145:0.0014918078536779456;143:0.002636318256532544
145,115.80670632096464,124.54683494227682,0.0439453125,0.022705078125,24,8.97342942814e-05,8.97342942814e-05,8.97342942814e-05,144:68;146:68,144:0.0016568646920576136;146:0.001534633996410878,144:0.0014918078536779456;146:0.0014742342354262528
146,110.29891150953208,11.266419251415304,0.01416015625,0.007568359375,24,0.0001583012844582,0.0001583012844582,0.0001583012844582,145:68;147:88,145:0.001534633996410878;147:0.002266579777559119,145:0.0014742342354262528;147:0.002165253052034022
147,131.13328412515665,113.0594852504514,0.012451171875,0.0029296875,24,0.0003416670026238,0.0003416670026238,0.0003416670026238,148:68;137:68;146:88,148:0.0022818734498849247;137:0.0026979829111313525;146:0.002266579777559119,148:0.003291106902818308;137:0.0026098696258286536;146:0.002165253052034022
148,79.19358839453551,104.64128872294576,0.015380859375,0.000244140625,24,0.0003003025080851,0.0003003025080851,0.0003003025080851,147:68;149:68,147:0.0022818734498849247;149:0.009819779669685391,147:0.003291106902818308;149:0.012360818977340232
149,33.78624685537249,4.914077920325579,0.090576171875,0.075927734375,24,0.0012291516426971,0.0012291516426971,0.0012291516426971,150:68;148:68,150:0.010399978999392517;148:0.009819779669685391,150:0.010047743967234457;148:0.012360818977340232
150,89.63323418750933,5.925663269506175,0.01123046875,0.001953125,24,0.0007720371990097,0.0007720371990097,0.0007720371990097,149:68;151:68,149:0.010399978999392517;151:0.008076682473357077,149:0.010047743967234457;151:0.007893452276253682
151,98.97125896071432,123.35393609679792,0.01904296875,0.004638671875,24,0.0004421134144471,0.0004421134144471,0.0004421134144471,138:68;152:68;150:68,138:0.0026233707976192067;152:0.0029079605427420885;150:0.008076682473357077,138:0.002531228684694742;152:0.0025061422652677967;150:0.007893452276253682
152,174.83553261541655,147.28763478971004,0.0126953125,0.00439453125,24,0.0002966162250119,0.0002966162250119,0.0002966162250119,151:68;153:68,151:0.0029079605427420885;153:0.0029264448920919006,151:0.0025061422652677967;153:0.002660077193570143
153,176.03501967859748,63.558696883417,0.022705078125,0.01318359375,24,0.0002492204701719,0.0002492204701719,0.0002492204701719,152:68;154:68,152:0.0029264448920919006;154:0.003481484364416365,152:0.002660077193570143;154:0.0033591230778379777
154,125.71179078197424,103.33851882523638,0.012939453125,0.001708984375,24,0.0002932425895476,0.0002932425895476,0.0002932425895476,153:68;155:68,153:0.003481484364416365;155:0.0024427098345401743,153:0.0033591230778379777;155:0.0025755124620387704
155,226.36710403107296,16.614581108878074,0.016357421875,0.025390625,24,0.0001832176469398,0.0001832176469398,0.0001832176469398,139:68;154:68,139:0.002262420122790737;154:0.0024427098345401743,139:0.002255054679654256;154:0.0025755124620387704
